Outflow,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,NorthCarolina,NorthDakota,Nebraska,NewHampshire,NewJersey,NewMexico,Nevada,NewYork,Ohio,Oklahoma,Oregon,Pennsylvania,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,WestVirginia,Wyoming
RhodeIsland,0.249567078,0.203728227,0.249567078,1.201996537,5.470102883,0.96261587,8.587144749,0.264846695,9.1728634,2.241010492,0.916777019,0.193541815,0.112050525,1.258021799,0.580625446,0.290312723,0.264846695,0.45838851,29.14332281,1.583986961,1.563614139,0.830192523,0.468574921,0.371804013,0.275033106,0.076398085,2.867474789,0.061118468,0.168075787,1.670571458,3.076296221,0.162982581,0.550066212,8.678822451,1.329326678,0.381990425,0.427829276,2.6077213,0,1.03392075,0.045838851,0.748701233,2.495670775,0.30559234,3.865743099,0.820006112,1.156157686,0.341244779,0.127330142,0.086584496
SouthCarolina,0.381941389,1.721376397,0.431224149,1.089501012,3.144416087,1.065739681,1.375517029,0.378421192,8.869136672,11.79882073,0.592273167,0.410983015,0.216492124,1.885065564,1.319193875,0.661797061,1.367596585,0.872128839,1.264630819,2.503740209,0.324738185,2.307489219,0.450585233,0.928451993,0.646836223,0.15928892,17.93892458,0.08624483,0.278975623,0.479626859,2.954325442,0.352899762,0.542990407,5.90161049,3.763090733,0.641555927,0.341459122,3.836134824,0.315937693,0,0.131127343,2.758954501,3.888937781,0.425943853,5.561031418,0.236733257,1.711695855,0.697879081,0.864208396,0.12232685
SouthDakota,0.866999546,0.549251021,0.571947345,3.195642306,5.274625511,4.566500227,0.299591466,0.113481616,4.620971403,1.289151158,0.417612347,8.701770313,1.157512483,2.078983205,1.198365865,1.588742624,0.621879256,0.467544258,0.449387199,0.517476169,0.158874262,1.647753064,13.19564231,2.206082615,0.476622787,1.879255561,1.479800272,5.279164775,8.315932819,0.249659555,0.394916024,1.098502043,1.25283704,1.184748071,1.180208806,1.162051748,1.143894689,0.953245574,0.063549705,0.571947345,0,1.030413073,5.220154335,1.248297776,1.189287335,0.136177939,2.646391285,2.315024966,0.131638675,3.640490241
Tennessee,0.436384245,5.01062624,2.350524228,1.390620572,4.264664211,1.196514593,0.521394163,0.146642108,9.829980164,8.714933409,0.484556532,0.598611505,0.230235194,3.888495324,2.916548597,0.872060074,6.999149901,1.602436951,0.683621422,1.171720034,0.204732219,3.517993766,0.672286767,2.118872202,6.54788892,0.175687164,4.859733636,0.126806461,0.32091244,0.238736186,1.052706149,0.426466421,0.633323888,2.427033154,3.632048739,0.972655143,0.404505526,1.857466704,0.147350524,2.304477189,0.124681213,0,5.632615472,0.487390196,4.614621706,0.114054973,1.18659677,1.095919524,0.624822896,0.167894588
Texas,0.799231847,1.796300248,2.705698992,3.679110501,11.22983366,3.673544173,0.608353202,0.218478352,6.894360383,4.261255578,1.044382184,0.938621963,0.53158427,4.048343554,1.651343804,2.191973356,1.246857344,5.43922962,1.024900038,1.53561058,0.213375885,2.481422382,1.293011476,2.508094368,1.55068605,0.290144817,3.264187177,0.260457738,0.833789463,0.226132052,1.546975165,3.014166303,1.563674147,3.161905911,2.379373046,4.447031756,0.865563915,1.768468611,0.180441781,1.25149595,0.280171814,2.118451448,0,1.185859673,3.332606618,0.08233526,2.522474047,1.205109889,0.255819131,0.397760481
Utah,0.854445109,0.651639072,0.521976195,9.147882173,16.68827715,5.272956979,0.457144757,0.123013498,2.934038167,1.544318106,1.215173881,0.520313851,8.677438659,1.644058781,0.886029656,0.854445109,0.61839218,0.462131791,0.841146353,0.882704967,0.21111776,1.284992353,0.914289514,1.318239245,0.374027528,1.3165769,1.454551499,0.322494847,0.714808165,0.264312787,0.939224682,1.713877252,7.645122681,1.672318638,1.363122548,0.822860563,2.952323958,1.288317042,0.109714742,0.588469978,0.390650974,0.907640136,5.555555556,0,1.891748122,0.176208525,4.998670124,0.857769799,0.142961633,3.010506018
Virginia,0.48024973,1.454196182,0.449033497,1.526233641,6.964581582,1.699123544,1.198703326,0.580621923,8.576779926,4.544122944,1.391763717,0.356825549,0.264137351,2.426221635,1.044543162,0.807780046,1.088726138,0.909112739,1.67174931,10.44639212,0.452395246,1.879697443,0.634409893,1.064713651,0.777524313,0.169528155,9.940689158,0.135910674,0.324168568,0.440389002,3.244086925,0.471605235,0.715091848,5.852323208,2.643294513,0.705486853,0.464881739,4.457197743,0.562852683,2.668747749,0.144555169,2.830111658,5.987753632,0.682915116,0,0.192099892,1.779805499,0.69396086,2.087165326,0.115740185
Vermont,0.634612513,0.545020158,0.156786621,1.799313125,3.845005226,2.314469165,4.905181425,0.126922503,5.935493505,1.664924593,0.52262207,0.380767508,0.388233537,1.261758997,0.821263252,0.388233537,0.545020158,0.425563685,11.31850082,1.478273854,3.479169778,1.02284605,0.701806779,0.627146484,0.209048828,0.380767508,3.046140063,0.029864118,0.194116769,14.5960878,3.449305659,0.365835449,0.567418247,15.35762282,1.358817381,0.34343736,1.246826937,3.292519038,0.828729282,1.02284605,0.052262207,1.067642228,2.097954308,0.619680454,2.344333284,0,1.328953263,0.619680454,0.238912946,0.052262207
Washington,2.096724255,0.733172333,0.543067682,4.908043842,18.73057155,2.702953743,0.660102793,0.106508143,3.971762957,2.291782773,2.25648647,0.587652486,4.716081491,2.201374698,0.953619419,1.046504428,0.696018329,0.654529692,0.990154189,1.026069726,0.274939625,1.608149111,1.240943712,1.341259521,0.3746362,1.715895721,2.080624187,0.328193696,0.48424051,0.235308688,0.821722707,0.785187937,2.717815345,2.364852313,1.501021735,1.052077528,12.06885875,1.323301752,0.187627717,1.053935228,0.351724565,1.124527835,6.581212459,2.364852313,2.356183045,0.126323611,0,1.044646727,0.156666047,0.460090408
Wisconsin,0.40398563,0.652070765,0.737477123,3.000067783,5.573103776,2.425269437,0.673761269,0.279265234,5.043042093,2.132447638,0.378228157,3.360672406,0.42703179,20.24130685,2.669287603,0.928624687,0.862197519,0.584287941,0.794414695,0.771368535,0.204704128,5.527011455,13.62028062,1.78539958,0.783569444,0.363315936,2.007727242,0.475835423,0.687317834,0.159967464,0.83508439,0.524639056,0.997763167,2.127025012,2.349352674,0.737477123,0.774079848,1.718972412,0.105741205,0.774079848,0.627668949,1.630854741,4.625499898,0.725276215,1.613231207,0.09625161,1.725750695,0,0.176235342,0.281976547
WestVirginia,0.388384865,0.76766696,0.482446825,0.955790879,2.111842704,1.052887095,0.54313196,0.421761689,6.978790545,2.600358042,0.312528446,0.270048852,0.203295203,1.186394393,1.504991352,0.497618108,4.105349395,0.710016082,0.379282095,10.72609764,0.21543223,1.52623115,0.224535,0.843523379,0.530994933,0.200260946,6.387110477,0.194192433,0.169918378,0.239706284,1.541402433,0.397487635,0.421761689,2.172527839,15.11363292,0.679673514,0.282185879,8.140910884,0.097096216,2.475953515,0.145644324,2.560912704,3.116181691,0.479412568,14.28831508,0.09406196,0.682707771,0.379282095,0,0.200260946
Wyoming,0.982589209,0.797276332,0.650749871,4.219100155,6.167040165,13.950181,0.258576108,0.086192036,3.887260817,1.163592484,0.387864161,0.952421996,5.154283744,1.555766247,0.965350802,1.344595759,0.525771419,0.900706775,0.418031374,0.495604206,0.176693674,2.723668333,1.611791071,1.633339079,0.45681779,5.930012067,1.172211688,1.288570936,3.852784003,0.245647302,0.486985003,1.430787795,2.486640234,1.012756421,1.163592484,1.430787795,2.516807447,1.163592484,0,0.663678676,3.189105327,0.810205137,5.774866402,8.041716945,1.215307706,0.237028099,3.107222893,1.111877263,0.202551284,0
